source,date,compound_score,positive_score,neutral_score,negative_score,tweet
@CNN,2018-06-22 07:41:07+00:00,-0.4767,0.087,0.736,0.177,"RT @CNNTonight: CNN Senior Political Commentator David Axelrod says the Trump administration ""created a human rights crisis on the border.""…"
@CNN,2018-06-22 07:39:32+00:00,0.0,0.0,1.0,0.0,"The family separation controversy is a “crisis entirely of the President’s own making,” says @DonLemon. It is a “po… https://t.co/41lH78uy8Q"
@FoxNews,2018-06-23 00:59:16+00:00,0.0,0.0,1.0,0.0,".@PJK4brainhealth on talks of recreational marijuana legalization: ""It's going to be the public health that pays th… https://t.co/SydRNYVzAm"
@FoxNews,2018-06-23 00:58:40+00:00,0.0,0.0,1.0,0.0,"National Border Patrol Council President Brandon Judd: ""We're enforcing the law in a very humane way...and we're do… https://t.co/FYkc7sXcDo"
@FoxNews,2018-06-23 00:50:56+00:00,0.0,0.0,1.0,0.0,"Sen. @MarcoRubio: ""We shouldn't be transferring any technology [to Chinese companies]."" #Tucker https://t.co/wuJuX04fr9"
@FoxNews,2018-06-23 00:45:54+00:00,0.5106,0.171,0.829,0.0,"Sen. @MarcoRubio on Chinese intellectual property theft: ""It is a constant and massive, unprecedented effort to tra… https://t.co/YxveAFUisn"
@FoxNews,2018-06-23 00:43:00+00:00,0.4019,0.162,0.838,0.0,Georgia sheriff's office scolds man who allegedly owes more than $30G in child support. https://t.co/yngJiWVnsP
@FoxNews,2018-06-23 00:35:32+00:00,0.0,0.0,1.0,0.0,'Go Back to History Class': Border Patrol Council VP Rips Cynthia Nixon for 'Terrorist' Claims https://t.co/Z5a7NSnHOn
@FoxNews,2018-06-23 00:27:59+00:00,0.4215,0.203,0.797,0.0,Florida deputy reunites with 3-year-old girl he saved from hot car. https://t.co/C0ELuHTzpq
@FoxNews,2018-06-23 00:18:06+00:00,-0.1779,0.08,0.802,0.118,Exclusive: Missing dune buggy from Steve McQueen's 'The Thomas Crown Affair' reappears as it undergoes restoration. https://t.co/xP9gO8HcyS
@FoxNews,2018-06-23 00:10:00+00:00,-0.5267,0.0,0.815,0.185,".@HillaryClinton calls Vladimir Putin the leader of a 'xenophobic movement,' and Russian meddling a threat to 'west… https://t.co/wAogRLTho4"
@FoxNews,2018-06-23 00:04:15+00:00,0.3612,0.116,0.884,0.0,Jonathan Turley remembers Charles Krauthammer: We don't go around this life like Monopoly where you can go around t… https://t.co/95j85kPCLf
@FoxNews,2018-06-22 23:54:07+00:00,0.0258,0.14,0.725,0.135,".@ChrisStirewalt on 2018 midterms: ""Losing the House might help @realDonaldTrump get re-elected [because] then like… https://t.co/BNhpcUCmcO"
@FoxNews,2018-06-22 23:41:36+00:00,-0.4767,0.0,0.693,0.307,2 more training exercises with S. Korea suspended https://t.co/eltT2PYnuj
@FoxNews,2018-06-22 23:37:03+00:00,0.3818,0.126,0.874,0.0,"Angel mom Agnes Gibboney: ""President @realDonaldTrump is a man of tremendous integrity and he kept his word about p… https://t.co/TxWj9bjFwg"
@FoxNews,2018-06-22 23:30:00+00:00,-0.7269,0.0,0.783,0.217,"Angel mom Laura Wilkerson on losing her son: ""We will suffer for the rest of our life on this earth here about the… https://t.co/VaRlZXKkuc"
@FoxNews,2018-06-22 23:22:07+00:00,-0.5267,0.0,0.812,0.188,"Charlie LeDuff on the future of immigrants: ""We have to stop making up pictures, stop calling each other names and… https://t.co/R20OalYUj7"
@FoxNews,2018-06-22 23:17:55+00:00,0.0,0.0,1.0,0.0,Media outlets were given a tour on Friday of one of the temporary shelters where migrants are staying. Phil Keating… https://t.co/GAFxzrh8wV
@FoxNews,2018-06-22 23:10:32+00:00,0.0,0.0,1.0,0.0,"White House donates food from congressional picnic to Walter Reed, official says https://t.co/eAQU4tF5Uq"
@FoxNews,2018-06-22 23:00:52+00:00,-0.3182,0.0,0.881,0.119,".@MaraLiasson remembers Charles Krauthammer: ""I think that his passing is such a loss for conservatism, it's such a… https://t.co/wXsDh9Nxlb"
@FoxNews,2018-06-22 22:56:27+00:00,0.0,0.0,1.0,0.0,Netflix fires communications chief for using racial slur. https://t.co/jWwtiItOP5
@FoxNews,2018-06-22 22:45:51+00:00,-0.1689,0.0,0.915,0.085,".@MaraLiasson on immigration legislation: ""[@POTUS has] muddied the waters so much it's hard to know what he wants.… https://t.co/pKpB4yB1vU"
@FoxNews,2018-06-22 22:32:51+00:00,0.0,0.0,1.0,0.0,Air Force aircraft crashes in New Mexico in a non-combat incident; status of pilots remains unknown. #SpecialReport… https://t.co/8765RRV25b
@FoxNews,2018-06-22 22:28:20+00:00,0.4019,0.153,0.847,0.0,WWII veteran who was a POW has been awarded the Purple Heart at age 94. #ProudAmerican https://t.co/usFNDOjfKD
@FoxNews,2018-06-22 22:22:11+00:00,-0.2732,0.182,0.566,0.252,MSNBC's Joe Scarborough slams Trump and supporters as 'openly racist' https://t.co/8WOR8ZskhW
@FoxNews,2018-06-22 22:20:42+00:00,-0.3818,0.0,0.86,0.14,RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average snaps an 8-day losing streak. https://t.co/OleWBkfFzd https://t.co/1AN70BG5…
@FoxNews,2018-06-22 22:17:06+00:00,0.3182,0.126,0.874,0.0,The race for Florida's governor is heating up as @POTUS makes an endorsement. @pdoocy reports. #SpecialReport… https://t.co/BgDDdlvp6G
@FoxNews,2018-06-22 22:08:00+00:00,0.5574,0.205,0.795,0.0,OPINION: Supreme Court ruling in cell phone case is a victory for our privacy rights. https://t.co/Uwuj0OVVsC
@FoxNews,2018-06-22 22:03:05+00:00,-0.5574,0.0,0.783,0.217,U.S. military is making plans to provide shelter for thousands of illegal immigrants. https://t.co/hbsKAXSp0S
@FoxNews,2018-06-22 21:56:54+00:00,0.4019,0.172,0.828,0.0,Dying New Jersey man gets wish to gamble at casino one last time https://t.co/jIR9ZSEGjp
@FoxNews,2018-06-22 21:43:43+00:00,0.4215,0.203,0.797,0.0,United Colors of @benetton slammed for using migrants in ad campaign https://t.co/tllAcgPETP
@FoxNews,2018-06-22 21:41:20+00:00,-0.4767,0.0,0.853,0.147,"RT @FoxNewsResearch: Migrant Children &amp; Gang Membership
—Oct 2011-June 2017—
•5,000+ individuals, mostly adults, arrested at border with ga…"
@FoxNews,2018-06-22 21:38:46+00:00,0.0,0.0,1.0,0.0,Air Force aircraft crashes in New Mexico in non-combat incident; status of pilots remains unknown https://t.co/vWwW5eruiC
@FoxNews,2018-06-22 21:28:28+00:00,0.0,0.0,1.0,0.0,".@TIME cover paints Trump as immigration ‘boogeyman,’ in striking contrast with Obama coverage https://t.co/IqE4ShPHsy"
@FoxNews,2018-06-22 21:24:00+00:00,0.0,0.0,1.0,0.0,".@TheJuanWilliams remembers longtime Fox News contributor Charles Krauthammer: ""He gave structure to so much conser… https://t.co/Kf3H2pcvhz"
@FoxNews,2018-06-22 21:17:28+00:00,0.0,0.0,1.0,0.0,".@RealCandaceO remembers longtime Fox News contributor Charles Krauthammer: ""People from both sides of the politica… https://t.co/3PHl6leemS"
@FoxNews,2018-06-22 21:16:16+00:00,0.7504,0.242,0.758,0.0,"""Charles was really good at what he did, but what amazed me was how he did it.""

@TeamCavuto remembers Charles Krau… https://t.co/M0ftxoxpLr"
@FoxNews,2018-06-22 21:14:50+00:00,0.0,0.0,1.0,0.0,".@JesseBWatters remembers longtime Fox News contributor Charles Krauthammer: ""When he spoke, everything went quiet,… https://t.co/FFHGGJnXGi"
@FoxNews,2018-06-22 20:53:07+00:00,0.0,0.0,1.0,0.0,"“He used his immeasurable gifts to contribute to our civic discourse.”

On the House floor Friday, @SpeakerRyan pai… https://t.co/hWqvOZzHw4"
@FoxNews,2018-06-22 20:45:00+00:00,-0.5994,0.0,0.62,0.38,Missouri mom charged over 9-year-old boy's poor school attendance. https://t.co/x6mUiHtoMp
@FoxNews,2018-06-22 20:38:15+00:00,0.5106,0.171,0.829,0.0,"'[They] will only see Italy on a postcard'

Italy refuses rescue ship carrying 224 migrants to dock. https://t.co/zqlkiiLZ4L"
@FoxNews,2018-06-22 20:35:31+00:00,0.0,0.0,1.0,0.0,Portland restaurant using receipts to send message about immigrants. https://t.co/wkNhq3Ih24
@FoxNews,2018-06-22 20:14:45+00:00,-0.8442,0.0,0.597,0.403,Father of Child Killed By Illegal Immigrant: My Daughter was the Real 'Dreamer' https://t.co/rhL5oslmBD
@FoxNews,2018-06-22 20:06:44+00:00,0.0,0.0,1.0,0.0,There are new European Union tariffs against U.S. products. @hillary__vaughn has the details. @ShepNewsTeam… https://t.co/R0N07w6660
@FoxNews,2018-06-22 20:04:36+00:00,-0.296,0.0,0.833,0.167,"Bourbon storage facility collapses in Kentucky, sending barrels crashing to ground. https://t.co/PtwQwyJEud"
@FoxNews,2018-06-22 19:53:02+00:00,-0.8689,0.0,0.55,0.45,Trump rips media for ignoring Angel Families 'permanently separated' by illegal immigrant crime - via… https://t.co/gTmEC8a1pw
@FoxNews,2018-06-22 19:46:26+00:00,-0.3612,0.0,0.857,0.143,Sen. @JohnCornyn and @SenTedCruz make remarks after touring immigrant detention facilities for children in Texas.… https://t.co/WDiu87JMln
@FoxNews,2018-06-22 19:43:55+00:00,0.0,0.0,1.0,0.0,Breastfeeding mom says Alabama restaurant owner covered baby's head with a dish rag. https://t.co/J6fe47Civg
@FoxNews,2018-06-22 19:40:19+00:00,0.3612,0.111,0.889,0.0,"OPINION: Trump should rethink his stance on NAFTA -- It supports millions of US jobs, billions of dollars in export… https://t.co/D3BVpA3doW"
@FoxNews,2018-06-22 19:28:42+00:00,-0.5574,0.0,0.735,0.265,"Police officer fired after pulling over, detaining daughter and boyfriend.
https://t.co/lzplKPwTNI"
@FoxNews,2018-06-22 19:22:15+00:00,0.8555,0.354,0.646,0.0,.@POTUS: “Our first duty and our highest loyalty is to the citizens of the United States. We want safety in our cou… https://t.co/i7hAcUAIbd
@FoxNews,2018-06-22 19:13:23+00:00,-0.3612,0.0,0.878,0.122,"U.S. Senator Kamala Harris makes remarks after touring an ICE detention facility just north of the Mexico border.
 https://t.co/iscU47e1Z7"
@FoxNews,2018-06-22 19:06:07+00:00,-0.7579,0.0,0.706,0.294,"Angel Mom Mary Ann Mendoza: ""There are hundreds of thousands of victims every year who are affected by illegal alie… https://t.co/vkTEL2iYwp"
@FoxNews,2018-06-22 19:06:02+00:00,-0.9423,0.0,0.466,0.534,"Steve Ronnebeck, father of murder victim: ""63,000 Americans since 9/11 have been killed by illegal aliens."" https://t.co/bUQCP5mlzL"
@FoxNews,2018-06-22 18:58:09+00:00,-0.3252,0.0,0.896,0.104,"Angel Mom Laura Wilkerson: ""We weren't lucky enough to be separated for five days or ten days. We're separated perm… https://t.co/LijgrNvANS"
@FoxNews,2018-06-22 18:53:42+00:00,-0.875,0.0,0.643,0.357,".@POTUS: ""In 2016, more than 15,000 Americans died from a heroin overdose. More than 90% of the heroin comes from a… https://t.co/KMy8LvE1HU"
@FoxNews,2018-06-22 18:49:59+00:00,-0.7096,0.0,0.742,0.258,".@POTUS: ""We're gathered today to hear directly from the American victims of illegal immigration. You know, you hea… https://t.co/pgr40MGarB"
@FoxNews,2018-06-22 18:47:26+00:00,-0.6597,0.0,0.759,0.241,".@POTUS: ""In Texas alone within the last 7 years, more than a quarter of a million criminal aliens have been arrest… https://t.co/Z14ysmw9MH"
@FoxNews,2018-06-22 18:45:39+00:00,0.4215,0.183,0.817,0.0,".@POTUS: ""I also want to thank the incredible ICE officers, border patrol agents, and law enforcement officials who… https://t.co/TERH1J3UP7"
@FoxNews,2018-06-22 18:45:19+00:00,0.4404,0.293,0.707,0.0,".@POTUS: ""We've got to have a safe country."" https://t.co/q8yiYSS3kI"
@FoxNews,2018-06-22 18:44:14+00:00,0.5719,0.19,0.81,0.0,".@POTUS: ""I also want to stand and have the brave men and women from all over government agencies... We really appr… https://t.co/eYmTtpPkMs"
@FoxNews,2018-06-22 18:41:37+00:00,0.6705,0.277,0.723,0.0,".@POTUS: ""These are special people... @VP Pence, thank you very much for joining us, Mike. I also want to recognize… https://t.co/TIpGdvb2wt"
@FoxNews,2018-06-22 18:40:44+00:00,0.0,0.0,1.0,0.0,.@POTUS delivers remarks on immigration with Angel Families https://t.co/GavzeVAhEi
@FoxNews,2018-06-22 18:40:39+00:00,0.0,0.0,1.0,0.0,Happening Now: @POTUS speaks on immigration. https://t.co/EHS6R5HLjC
@FoxNews,2018-06-22 18:39:15+00:00,0.0,0.0,1.0,0.0,"SOON: President @realDonaldTrump to speak on immigration - for full live coverage, tune in to Fox News Channel. https://t.co/EKxI11x5LF"
@FoxNews,2018-06-22 18:38:01+00:00,0.0,0.0,1.0,0.0,.@marcorubio heckled at immigrant-child facility. https://t.co/zZCwvKewrr
@FoxNews,2018-06-22 18:31:59+00:00,0.0,0.0,1.0,0.0,Rhode Island bill could keep President @realDonaldTrump off 2020 ballot. https://t.co/yhtWGDWp5m https://t.co/eGakgxJ9Ow
@FoxNews,2018-06-22 18:26:00+00:00,-0.2044,0.0,0.909,0.091,".@AlanDersh: ""There's never been a more important time for our system of checks and balances to operate, whether it… https://t.co/d8jdNCyupt"
@FoxNews,2018-06-22 18:24:38+00:00,-0.8074,0.0,0.644,0.356,"Teen, 17, shot dead by cop while fleeing traffic stop had empty handgun clip in his pocket https://t.co/bzMYLRKMY8"
@FoxNews,2018-06-22 18:19:12+00:00,0.0,0.0,1.0,0.0,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" - tonight at 9p ET.… https://t.co/B3MJ1Xe7vm"
@FoxNews,2018-06-22 18:16:42+00:00,0.0,0.0,1.0,0.0,"Joe Jackson is on his deathbed, reports say https://t.co/8zgJXJ9XoU"
@FoxNews,2018-06-22 18:16:14+00:00,-0.5994,0.0,0.738,0.262,Asia Argento reflects on Anthony Bourdain's death: 'Two weeks without you' https://t.co/IMxKKOu2Tf
@FoxNews,2018-06-22 18:07:54+00:00,-0.6597,0.0,0.69,0.31,"MS-13 gang members, including 10 illegal immigrants, charged in deaths of Virginia teens https://t.co/SmF4ORO6Po"
@FoxNews,2018-06-22 17:54:23+00:00,0.4019,0.184,0.816,0.0,WWII veteran who was POW awarded Purple Heart at age 94 #ProudAmerican https://t.co/jV9iQj0Ign
@FoxNews,2018-06-22 17:49:04+00:00,0.6369,0.321,0.679,0.0,Texas police officer helps deliver baby girl in credit union parking lot https://t.co/qey04ZjIbo
@FoxNews,2018-06-22 17:27:11+00:00,-0.802,0.0,0.66,0.34,"On Twitter, @SenSanders slammed President @realDonaldTrump, calling him a hypocrite who makes ""hateful and racist r… https://t.co/6sjBAlNh8v"
@FoxNews,2018-06-22 17:25:40+00:00,0.0,0.0,1.0,0.0,"Rhode Island Passes Bill to Keep Trump Off 2020 Ballot If He Doesn't Release Tax Returns
https://t.co/bcQm39JpH9"
@FoxNews,2018-06-22 17:13:32+00:00,0.34,0.118,0.882,0.0,".@RepJohnFaso: ""This approach fully funds the border security that we need. It ends the diversity lottery. It fixes… https://t.co/1PGZXBtvf6"
@FoxNews,2018-06-22 17:08:46+00:00,0.7603,0.392,0.474,0.134,"DARING: A brave deputy was called to rescue a bear trapped inside a vehicle in Carnelian Bay, California. https://t.co/rNEWvn3ZLu"
@FoxNews,2018-06-22 16:53:37+00:00,0.0,0.0,1.0,0.0,Obama cyber chief confirms 'stand down' order against Russian cyberattacks https://t.co/49CUI1XQaT
@FoxNews,2018-06-22 16:47:25+00:00,-0.4019,0.0,0.828,0.172,".@KennedyNation: ""The FBI and DOJ have such problems right now with perception."" #Outnumbered https://t.co/u6MTJeBxwT"
@FoxNews,2018-06-22 16:46:36+00:00,0.0,0.0,1.0,0.0,.@HouseDemocrats hold a news conference to mark the six month anniversary of the GOP tax law. https://t.co/nR21D9FYaH
@FoxNews,2018-06-22 16:39:17+00:00,-0.6486,0.0,0.719,0.281,Hungry rat found dead after eating its way through an ATM https://t.co/5bMCsnnmmT
@FoxNews,2018-06-22 16:24:59+00:00,0.3612,0.294,0.706,0.0,Do you agree with Sen. @KamalaHarris? https://t.co/yiGh4DtoCo
@FoxNews,2018-06-22 16:23:31+00:00,-0.4767,0.0,0.819,0.181,"Crying migrant girl on TIME magazine cover was not separated from mother, family says https://t.co/oMJcUTGePR"
@FoxNews,2018-06-22 16:16:43+00:00,0.0,0.0,1.0,0.0,"'A Decent Man Who Took the Higher Road': @JonahNRO, @stephenfhayes Remember Charles Krauthammer https://t.co/LEVAU7AtEa"
@FoxNews,2018-06-22 16:10:46+00:00,-0.5267,0.0,0.833,0.167,"This morning, President @realDonaldTrump put the European Union and its automakers on notice with a threat to slap… https://t.co/ToB6Y2TyLH"
@FoxNews,2018-06-22 16:03:04+00:00,0.5719,0.179,0.821,0.0,"Moments ago, @VP Mike Pence celebrated the booming economy six months after the passing of tax reform. https://t.co/9yO5jeqfW0"
@FoxNews,2018-06-22 15:59:00+00:00,-0.6705,0.0,0.645,0.355,".@BlakemanB: ""The Democratic response is always crying fire in a crowded theater."" https://t.co/YL9uofWT5u"
@FoxNews,2018-06-22 15:53:00+00:00,0.0,0.0,1.0,0.0,".@RepMcCaul: ""I would urge Sen. @JohnCornyn and @SenateMajLdr to wave that filibuster rule and make it a 51 vote."" https://t.co/LwGuKAP7dH"
@FoxNews,2018-06-22 15:46:00+00:00,0.4466,0.196,0.804,0.0,NEWS ALERT: Texas senators to visit immigrant children's shelters in South Texas. https://t.co/8O0hAcJ2zd
@FoxNews,2018-06-22 15:37:38+00:00,0.3612,0.161,0.839,0.0,'There Won't Be Anyone Else Like Him': AB Stoddard Remembers Charles Krauthammer https://t.co/BYPaudvfsl https://t.co/x3hwwPFXuI
@FoxNews,2018-06-22 15:29:12+00:00,-0.7184,0.188,0.469,0.344,"Wife of freed NYC cop killer committed suicide just weeks after his release, coroner reveals https://t.co/OGbvRr2CSj"
@FoxNews,2018-06-22 15:20:36+00:00,0.5106,0.248,0.752,0.0,Maldives resorts fed up with Instagram models requesting free stays https://t.co/6fomUHtcTe
@FoxNews,2018-06-22 15:11:33+00:00,-0.128,0.152,0.662,0.185,.@BruceAshford: Chris Pratt uncorks some truth in a Hollywood culture of lies https://t.co/mbjOphMCCW
@FoxNews,2018-06-22 15:03:04+00:00,0.0,0.0,1.0,0.0,"Yesterday, New York gubernatorial candidate and former ""Sex and the City” star @CynthiaNixon said she considers… https://t.co/H633U9qHBr"
@FoxNews,2018-06-22 14:51:28+00:00,-0.4588,0.0,0.812,0.188,US Marshals Seek PA Man Who Threatened to 'Put a Bullet' in Trump's Head https://t.co/q3r9lTZUoW
@FoxNews,2018-06-22 14:40:01+00:00,0.5574,0.175,0.825,0.0,BREAKING NEWS: Supreme Court rules 5-4 that police need warrant to obtain location information from cellphone tower… https://t.co/MbkB8G1lML
@FoxNews,2018-06-22 14:30:09+00:00,-0.1779,0.0,0.898,0.102,"In a tweet-storm this morning, President @realDonaldTrump slammed Democrats on the issue of immigration, accusing t… https://t.co/QzM0N7ewcF"
@FoxNews,2018-06-22 14:21:10+00:00,-0.2044,0.0,0.909,0.091,".@AlanDersh: ""There's never been a more important time for our system of checks and balances to operate, whether it… https://t.co/sSThl9BsJP"
@FoxNews,2018-06-22 14:14:59+00:00,0.0,0.0,1.0,0.0,"This morning, President @realDonaldTrump called for more Republicans to be elected. https://t.co/CVlwus4JhW"
@FoxNews,2018-06-22 14:12:13+00:00,-0.4767,0.0,0.819,0.181,"Crying migrant girl on TIME magazine cover was not separated from mother, family says https://t.co/oMJcUTGePR"
@nytimes,2018-06-23 01:02:06+00:00,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/EaW1JOAvDR
@nytimes,2018-06-23 00:47:04+00:00,0.0,0.0,1.0,0.0,"When a salon in Maryland posted a promotion for a $100 deal on hair color service, Facebook decided it was a politi… https://t.co/Yj2ApWJhGb"
@nytimes,2018-06-23 00:32:08+00:00,0.4939,0.238,0.656,0.107,"The notion of losing yourself in a good book has taken on additional meaning, thanks to immersive experiences that… https://t.co/exiXayW3IE"
@nytimes,2018-06-23 00:17:05+00:00,0.0,0.0,1.0,0.0,RT @nytimesmusic: 5 K-pop acts to watch at KCON 2018 https://t.co/VUtZP8NTpo https://t.co/Ib3cgPkOOx
@nytimes,2018-06-23 00:02:05+00:00,0.5106,0.163,0.837,0.0,Nina Simone's childhood home was named a “National Treasure” by the National Trust for Historic Preservation. The o… https://t.co/a9OsXNMC8n
@nytimes,2018-06-22 23:47:03+00:00,-0.6486,0.0,0.815,0.185,"RT @nytimesarts: It wasn't there long, but a ""heroin spoon"" sculpture was placed outside Purdue Pharma headquarters in Stamford this mornin…"
@nytimes,2018-06-22 23:32:05+00:00,-0.34,0.091,0.766,0.142,North and South Korea agree to let relatives separated by the Korean War meet each other for the first time in more… https://t.co/TLLfFopIIR
@nytimes,2018-06-22 23:17:02+00:00,0.5859,0.194,0.806,0.0,"RT @nytopinion: From Elton John: ""As an artist, I know that a single photograph can tell a greater truth than a pile of statistics, and the…"
@nytimes,2018-06-22 23:02:04+00:00,-0.5095,0.0,0.845,0.155,McDonald’s McRib. KFC’s Double Down. Taco Bell’s Doritos Locos Tacos. Here are some of the more outrageous attempts… https://t.co/Sxa4R0R6wY
@nytimes,2018-06-22 22:47:02+00:00,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/JnKcNPragD
@nytimes,2018-06-22 22:30:06+00:00,0.0,0.0,1.0,0.0,"“What country are you a citizen of?"" the Border Patrol agent asked a driver at a highway checkpoint in Maine this w… https://t.co/i2IqzMITFs"
@nytimes,2018-06-22 22:17:02+00:00,0.6369,0.276,0.724,0.0,RT @nytfood: The secret to the best popcorn isn't butter https://t.co/VdepkG72QY https://t.co/mlG4etWrI8
@nytimes,2018-06-22 22:03:49+00:00,-0.5574,0.094,0.677,0.229,“I feel like I’m going to die. I feel powerless.” Many migrant mothers separated from their children have no idea h… https://t.co/nonTBs57a8
@nytimes,2018-06-22 21:47:06+00:00,0.0,0.0,1.0,0.0,"Senator Jeff Merkley says he is ""exploring the possibility"" of running for president — even if his fellow progressi… https://t.co/jSvh5m8XY1"
@nytimes,2018-06-22 21:32:02+00:00,0.5574,0.247,0.753,0.0,"Meet the 11-year-old girls whose music wowed the New York Philharmonic 
https://t.co/FSkP3MlAi9"
@nytimes,2018-06-22 21:21:05+00:00,0.0,0.0,1.0,0.0,"RT @TheSteinLine: Oklahoma City’s Carmelo Anthony does not intend to opt out of his current contract before his Saturday ETO deadline, @NYT…"
@nytimes,2018-06-22 21:10:06+00:00,0.0772,0.115,0.885,0.0,Here are a number of ways the U.S. government separates families https://t.co/DLM1Aq58Hy
@nytimes,2018-06-22 21:00:12+00:00,0.0,0.0,1.0,0.0,"""He said: 'I’ll come after you with everything that I have. You can take that as a threat.'"" —New York Times report… https://t.co/b5T3VXJjSh"
@nytimes,2018-06-22 20:45:03+00:00,0.296,0.121,0.879,0.0,"Food has become a trope by which the LGBTQ community has found commonality, sought visibility, championed diversity… https://t.co/OTypTCqy9M"
@nytimes,2018-06-22 20:30:06+00:00,0.0,0.0,1.0,0.0,"Colorado, one of the purplest states, has seen dramatic changes in recent years. In its governor's race, how far le… https://t.co/pzz1uOrRKQ"
@nytimes,2018-06-22 20:15:46+00:00,0.8176,0.378,0.622,0.0,"This flourless, crustless tart is rich, moist, sweet and and prepared almost entirely on the stovetop… https://t.co/NTYJ8gI4ln"
@nytimes,2018-06-22 20:00:06+00:00,0.25,0.083,0.917,0.0,"If “The Conners” must go on after Roseanne Barr, it has a chance to show middle America — all of it, this time, our… https://t.co/mlLzyUELLs"
@nytimes,2018-06-22 19:50:04+00:00,0.0,0.0,1.0,0.0,"RT @nytimesbusiness: When a salon in Frederick, Md. posted a promotion for a $100 deal on hair color service, Facebook decided it was a pol…"
@nytimes,2018-06-22 19:40:09+00:00,0.6249,0.255,0.745,0.0,11 great movies and TV shows that are leaving Netflix in July https://t.co/ArwJDXkJOz
@nytimes,2018-06-22 19:26:55+00:00,-0.709,0.087,0.642,0.272,"“We’re not supposed to be curious about death now. But how can you not be? It’s a great human mystery."" https://t.co/5Wy4bfoygl"
@nytimes,2018-06-22 19:15:10+00:00,0.0,0.0,1.0,0.0,"RT @NYTNational: ⚡️ “Immigration coverage from The New York Times”

https://t.co/l44nIinrfy"
@nytimes,2018-06-22 19:06:51+00:00,0.3818,0.191,0.809,0.0,You aren't the only one admiring Nigeria's World Cup kits https://t.co/dip7uO38Cq https://t.co/6nZbPfRPeh
@nytimes,2018-06-22 18:55:02+00:00,0.0,0.0,1.0,0.0,Aleksandar Mitrovic gave Serbia an early 1-0 lead over Switzerland. Follow this #WorldCup matchup live: https://t.co/QtdYrD28r7
@nytimes,2018-06-22 18:40:06+00:00,0.0,0.0,1.0,0.0,"Red league, blue league: Why is the NFL so tangled up in political controversy while NBA players dive into the fray… https://t.co/vXGdrti2O4"
@nytimes,2018-06-22 18:26:18+00:00,0.0,0.0,1.0,0.0,"RT @PatriciaMazzei: Just toured the temporary shelter for unaccompanied children in Homestead, Fla. This is the second largest shelter in t…"
@nytimes,2018-06-22 18:15:07+00:00,-0.1531,0.127,0.678,0.195,"""The kingdom has fallen. The park is gone. Welcome to the petting zoo,"" our critic A.O. Scott writes. https://t.co/kDjR5eIJZv"
@nytimes,2018-06-22 18:00:09+00:00,0.4939,0.158,0.842,0.0,"What do a day care center, a vegetarian restaurant, a hair salon, an outdoor clothing maker and an investigative ne… https://t.co/2VNIS0Blmc"
@nytimes,2018-06-22 17:45:07+00:00,0.8934,0.471,0.529,0.0,"Modern Love: ""We love inviting each other over and also sending each other home"" https://t.co/8SnbfbwNY9"
@nytimes,2018-06-22 17:30:06+00:00,0.0,0.0,1.0,0.0,"The Hungarian State Opera canceled over a dozen performances of “Billy Elliot,” after a newspaper columnist accused… https://t.co/kRUZwJvKzn"
@nytimes,2018-06-22 17:16:54+00:00,0.296,0.105,0.84,0.055,The political and social sensibilities of the NFL and the NBA have been exposed like never before. And they're in s… https://t.co/HwmjczMxmf
@nytimes,2018-06-22 17:05:06+00:00,0.4404,0.225,0.775,0.0,RT @nytimesbusiness: Italy’s Economy Was Humming Nicely. Then Came Trump. https://t.co/0QqapPUlXV
@nytimes,2018-06-22 16:55:05+00:00,0.0,0.0,1.0,0.0,Is your dentist coaching a World Cup team? https://t.co/tPAhAg3t7D
@nytimes,2018-06-22 16:45:08+00:00,0.3612,0.094,0.906,0.0,RT @julieturkewitz: My take on the race for Colorado governor. The big question: Just how far left is this frontier state ready to go? “It’…
@nytimes,2018-06-22 16:35:06+00:00,-0.296,0.0,0.872,0.128,"Trump tweeted that Republicans should stop “wasting their time"" over the party's latest immigration proposal https://t.co/t6BDqi3alE"
@nytimes,2018-06-22 16:25:05+00:00,0.7906,0.259,0.741,0.0,RT @nytgraphics: Chief Justice Roberts joined the liberal wing of the Supreme Court to rule that the government generally needs a warrant t…
@nytimes,2018-06-22 16:15:04+00:00,0.3182,0.161,0.839,0.0,Not sure what to do this weekend in NYC? We’ve got you. https://t.co/3rp5hmUl5C
@nytimes,2018-06-22 16:00:04+00:00,-0.5574,0.0,0.847,0.153,"Anthony Bourdain didn't have narcotics in his body when he died earlier this month, a prosecutor in charge of the i… https://t.co/tgxhVbGHO5"
@nytimes,2018-06-22 15:45:03+00:00,-0.8779,0.0,0.498,0.502,"""They have trouble sleeping, sometimes they're anxious, depressed, crying, primarily,"" an official at a children's… https://t.co/Q01BwVkM0h"
@nytimes,2018-06-22 15:35:04+00:00,-0.34,0.124,0.671,0.205,"RT @nytimesbusiness: Although history suggests that no one wins a trade war, some in the Trump camp cite an exception: the “banana war” wag…"
